Status,Agent Name,Call Start Time,Call End Time,Calling Number,Waiting Time in Seconds,Techline Team
Advanced,Vikram Das,2023-01-06 23:30:15,2023-01-07 00:10:14,7377272487,208,Spark Plug
Diverted,Aditya Singh,2025-06-02 17:07:24,2025-06-02 17:10:03,8346514548,1,Wiper
Failed,Ananya Nair,2026-04-23 00:07:14,2026-04-23 00:07:14,7945573418,102,Spark Plug
Diverted,Arjun Mehta,2025-04-29 16:27:01,2025-04-29 16:29:01,8913588641,76,Lighting
Abandoned,Divya Menon,2023-11-05 09:02:00,2023-11-05 09:02:04,8156536331,209,Spark Plug
Answered,Meera Pillai,2025-08-30 09:44:06,2025-08-30 10:04:03,9848156008,128,Brakes
Advanced,Pooja Reddy,2024-07-02 19:05:49,2024-07-02 19:50:37,8836275802,197,Spark Plug
Failed,Priya Sharma,2023-08-31 07:39:33,2023-08-31 07:39:33,7119669568,199,Lighting
Abandoned,Lakshmi Krishnan,2023-03-29 22:09:24,2023-03-29 22:09:27,9243239451,479,Filter
Answered,Rahul Verma,2024-08-06 11:18:52,2024-08-06 11:46:42,7575660121,146,Filter
Advanced,Pooja Reddy,2025-05-23 13:55:04,2025-05-23 14:43:37,7833885966,195,Filter
Advanced,Rahul Verma,2026-05-06 20:26:40,2026-05-06 20:43:53,8743723232,288,Brakes
Answered,Vikram Das,2024-09-09 08:10:13,2024-09-09 08:21:18,9794537722,134,Brakes
Failed,Suresh Babu,2025-12-25 01:00:02,2025-12-25 01:00:02,7219327653,63,Lighting
Answered,Vikram Das,2025-07-30 12:23:15,2025-07-30 12:35:14,9023960033,61,Lighting
Advanced,Pooja Reddy,2024-04-17 07:58:57,2024-04-17 08:37:48,8658890503,284,Wiper
Failed,Vikram Das,2023-01-05 19:31:47,2023-01-05 19:31:47,8956067979,67,Towing
Abandoned,Ravi Kumar,2026-06-25 16:22:17,2026-06-25 16:22:19,9950985014,458,Towing
Answered,Pooja Reddy,2023-08-02 02:40:28,2023-08-02 03:03:36,8783929484,121,Spark Plug
Failed,Priya Sharma,2025-04-27 07:40:31,2025-04-27 07:40:31,8666023062,11,Brakes
Failed,Pooja Reddy,2025-08-21 19:53:43,2025-08-21 19:53:43,8035909360,151,Brakes
Diverted,Meera Pillai,2023-05-08 20:45:16,2023-05-08 20:54:25,8952156950,42,Towing
Answered,Lakshmi Krishnan,2025-11-16 20:02:23,2025-11-16 20:03:25,7680117247,116,Lighting
Diverted,Karthik Rao,2023-08-08 08:20:32,2023-08-08 08:25:43,7222416210,33,Filter
Abandoned,Vikram Das,2023-08-17 06:14:33,2023-08-17 06:14:37,7244018866,426,Filter
Answered,Priya Sharma,2026-01-11 18:30:53,2026-01-11 18:48:22,7543663373,74,Wiper
Abandoned,Arjun Mehta,2025-12-26 20:13:46,2025-12-26 20:13:51,7347752725,64,Brakes
Answered,Manoj Pillai,2024-10-17 13:56:44,2024-10-17 14:08:51,9650778162,151,Brakes
Abandoned,Ananya Nair,2023-08-14 22:21:22,2023-08-14 22:21:24,9377130279,478,Brakes
Advanced,Divya Menon,2025-01-09 09:39:01,2025-01-09 10:24:31,7286571526,250,Wiper
Answered,Aditya Singh,2026-02-25 00:51:29,2026-02-25 01:18:38,7106026301,95,Spark Plug
Advanced,Vikram Das,2025-02-20 09:10:21,2025-02-20 09:39:14,8596895863,230,Lighting
Advanced,Lakshmi Krishnan,2025-02-11 14:49:44,2025-02-11 15:37:37,8861076796,169,Wiper
Diverted,Arjun Mehta,2025-08-18 09:37:54,2025-08-18 09:42:23,8800394020,69,Spark Plug
Advanced,Pooja Reddy,2023-01-16 09:33:00,2023-01-16 09:46:54,8836122255,297,Lighting
Advanced,Meera Pillai,2023-05-28 19:10:49,2023-05-28 19:23:59,9064085146,103,Lighting
Advanced,Manoj Pillai,2026-05-01 01:35:46,2026-05-01 02:16:32,8581586736,242,Brakes
Advanced,Suresh Babu,2025-01-08 01:57:56,2025-01-08 02:36:01,7153850794,211,Brakes
Abandoned,Lakshmi Krishnan,2024-10-17 08:30:32,2024-10-17 08:30:37,7541631183,113,Brakes
Diverted,Arjun Mehta,2024-10-19 22:53:48,2024-10-19 22:59:32,8541609296,86,Wiper
Answered,Ananya Nair,2024-02-18 11:46:30,2024-02-18 12:08:10,9830448744,163,Lighting
Advanced,Ananya Nair,2025-08-12 17:31:00,2025-08-12 17:58:48,9971797659,127,Brakes
Diverted,Karthik Rao,2023-09-06 19:55:34,2023-09-06 20:05:28,7790433490,27,Filter
Abandoned,Manoj Pillai,2023-11-28 07:44:26,2023-11-28 07:44:28,7934959978,490,Filter
Abandoned,Meera Pillai,2023-03-14 22:29:42,2023-03-14 22:29:46,8899265986,444,Wiper
Answered,Karthik Rao,2025-07-31 23:41:09,2025-07-31 23:58:08,9933527339,154,Towing
Failed,Ravi Kumar,2023-11-22 05:12:35,2023-11-22 05:12:35,9185096378,37,Brakes
Diverted,Rahul Verma,2023-01-05 23:03:50,2023-01-05 23:10:55,7432908811,0,Spark Plug
Abandoned,Sneha Iyer,2024-09-19 04:38:24,2024-09-19 04:38:24,9557944879,426,Lighting
Failed,Ananya Nair,2026-03-07 03:36:04,2026-03-07 03:36:04,7605804926,166,Wiper
Failed,Ravi Kumar,2026-04-17 00:26:06,2026-04-17 00:26:06,7907359707,87,Towing
Abandoned,Ananya Nair,2024-05-19 18:46:09,2024-05-19 18:46:12,9335897438,363,Filter
Advanced,Vikram Das,2025-02-13 06:29:09,2025-02-13 06:48:35,9376100093,37,Brakes
Advanced,Divya Menon,2024-03-06 14:06:56,2024-03-06 14:25:16,7483473656,300,Spark Plug
Advanced,Sneha Iyer,2023-05-12 22:21:16,2023-05-12 23:06:14,8315893534,52,Lighting
Abandoned,Divya Menon,2023-12-21 08:14:20,2023-12-21 08:14:23,9402500456,187,Brakes
Diverted,Ananya Nair,2025-08-01 00:11:29,2025-08-01 00:12:00,8725302424,32,Towing
Failed,Meera Pillai,2023-11-18 21:00:49,2023-11-18 21:00:49,7924948305,72,Filter
Abandoned,Divya Menon,2024-08-26 02:41:08,2024-08-26 02:41:12,8606021218,95,Spark Plug
Abandoned,Karthik Rao,2024-10-20 16:33:21,2024-10-20 16:33:23,8535878149,85,Filter
Abandoned,Suresh Babu,2025-01-04 12:19:50,2025-01-04 12:19:50,9948418209,443,Towing
Answered,Vikram Das,2025-12-11 23:52:48,2025-12-12 00:12:34,9237181080,11,Brakes
Diverted,Karthik Rao,2025-10-30 00:50:35,2025-10-30 00:54:28,9735955147,7,Towing
Abandoned,Suresh Babu,2024-09-09 22:12:22,2024-09-09 22:12:23,9464885898,64,Lighting
Abandoned,Ananya Nair,2025-05-16 23:11:05,2025-05-16 23:11:10,9750394573,388,Filter
Diverted,Ananya Nair,2023-06-05 10:20:29,2023-06-05 10:29:58,7000882444,22,Filter
Failed,Aditya Singh,2023-11-18 02:21:24,2023-11-18 02:21:24,8976989615,185,Filter
Advanced,Pooja Reddy,2025-12-21 19:45:00,2025-12-21 20:11:16,7402234776,61,Brakes
Answered,Arjun Mehta,2026-03-27 21:19:53,2026-03-27 21:26:49,8276059928,162,Towing
Abandoned,Sneha Iyer,2025-05-24 01:31:25,2025-05-24 01:31:26,7830207498,232,Filter
Diverted,Karthik Rao,2026-03-15 05:06:03,2026-03-15 05:09:43,7825747096,33,Filter
Abandoned,Priya Sharma,2025-08-22 12:04:54,2025-08-22 12:04:57,7720095869,99,Spark Plug
Failed,Rahul Verma,2024-06-05 20:44:53,2024-06-05 20:44:53,8391774596,21,Towing
Answered,Vikram Das,2025-07-30 11:07:45,2025-07-30 11:09:42,9510607212,52,Filter
Advanced,Vikram Das,2026-04-11 03:57:40,2026-04-11 04:45:19,8037410890,182,Lighting
Abandoned,Vikram Das,2024-11-27 20:04:53,2024-11-27 20:04:53,7371934581,472,Lighting
Failed,Vikram Das,2025-04-03 03:14:30,2025-04-03 03:14:30,7714239648,178,Brakes
Diverted,Karthik Rao,2025-10-22 05:23:15,2025-10-22 05:31:02,9652171930,3,Spark Plug
Failed,Ananya Nair,2025-01-28 00:12:44,2025-01-28 00:12:44,9177668969,92,Towing
Failed,Sneha Iyer,2023-08-18 11:15:54,2023-08-18 11:15:54,9237179893,84,Spark Plug
Abandoned,Meera Pillai,2023-04-02 14:37:55,2023-04-02 14:37:55,7854221379,476,Spark Plug
Advanced,Ravi Kumar,2026-06-19 07:07:46,2026-06-19 07:40:19,9307796515,19,Wiper
Abandoned,Divya Menon,2026-06-15 08:04:02,2026-06-15 08:04:02,9119833215,120,Brakes
Answered,Aditya Singh,2023-07-08 10:26:20,2023-07-08 10:42:17,9567149858,80,Brakes
Abandoned,Sneha Iyer,2023-04-22 05:50:24,2023-04-22 05:50:29,9990710895,99,Filter
Abandoned,Arjun Mehta,2023-06-26 23:32:13,2023-06-26 23:32:14,9175257145,149,Lighting
Failed,Manoj Pillai,2024-04-19 18:10:37,2024-04-19 18:10:37,9482547116,46,Towing
Answered,Manoj Pillai,2024-05-16 13:34:28,2024-05-16 14:00:36,7268763659,24,Lighting
Advanced,Aditya Singh,2024-10-06 11:40:25,2024-10-06 12:15:26,8513227046,92,Towing
Advanced,Sneha Iyer,2024-02-18 21:51:16,2024-02-18 22:18:36,9441433343,30,Brakes
Failed,Ananya Nair,2026-04-22 18:38:54,2026-04-22 18:38:54,8193043870,144,Brakes
Diverted,Priya Sharma,2025-11-07 00:30:54,2025-11-07 00:39:55,9574075322,54,Wiper
Advanced,Ravi Kumar,2025-05-20 23:02:13,2025-05-20 23:42:50,7281841414,47,Towing
Failed,Pooja Reddy,2025-02-23 06:12:04,2025-02-23 06:12:04,7421081680,20,Wiper
Failed,Ananya Nair,2024-06-17 09:22:34,2024-06-17 09:22:34,9414667131,20,Filter
Diverted,Rahul Verma,2023-01-11 03:00:32,2023-01-11 03:08:10,7720957354,91,Towing
Answered,Divya Menon,2024-08-02 23:28:12,2024-08-02 23:40:33,7301222264,54,Towing
Diverted,Divya Menon,2026-04-08 13:10:25,2026-04-08 13:16:35,8635336290,67,Lighting
Abandoned,Ravi Kumar,2023-10-29 04:47:32,2023-10-29 04:47:37,9258728954,499,Lighting
Answered,Priya Sharma,2023-02-13 07:02:23,2023-02-13 07:22:39,8023258530,7,Filter
Diverted,Vikram Das,2023-01-11 01:11:47,2023-01-11 01:19:26,7964957364,68,Lighting
Diverted,Ravi Kumar,2023-08-21 05:09:01,2023-08-21 05:15:16,9474793090,16,Filter
Advanced,Manoj Pillai,2026-02-21 10:23:13,2026-02-21 10:50:46,7739028632,18,Lighting
Abandoned,Manoj Pillai,2023-03-08 16:29:54,2023-03-08 16:29:58,7400593284,261,Filter
Advanced,Ananya Nair,2025-09-14 09:25:50,2025-09-14 10:11:24,8388895476,279,Lighting
Advanced,Pooja Reddy,2023-10-11 17:31:05,2023-10-11 18:10:50,7480995889,187,Filter
Diverted,Divya Menon,2023-10-08 03:35:49,2023-10-08 03:40:42,8062835281,89,Spark Plug
Advanced,Ravi Kumar,2025-05-27 07:14:54,2025-05-27 07:56:46,9618604792,238,Spark Plug
Abandoned,Manoj Pillai,2025-09-22 19:45:52,2025-09-22 19:45:54,8750965566,412,Towing
Answered,Rahul Verma,2023-08-13 22:20:06,2023-08-13 22:46:48,9146038358,22,Towing
Advanced,Karthik Rao,2025-09-12 18:32:10,2025-09-12 19:05:01,7261276307,233,Towing
Abandoned,Ananya Nair,2023-09-26 00:53:42,2023-09-26 00:53:45,8010248931,337,Brakes
Advanced,Manoj Pillai,2024-07-07 19:42:49,2024-07-07 19:50:12,9744982292,285,Spark Plug
Advanced,Divya Menon,2024-07-12 07:41:53,2024-07-12 08:22:32,8080910839,72,Filter
Abandoned,Karthik Rao,2024-08-24 08:54:59,2024-08-24 08:55:01,9770556007,194,Brakes
Abandoned,Manoj Pillai,2026-06-02 22:47:12,2026-06-02 22:47:12,7482149640,450,Filter
Failed,Sneha Iyer,2023-08-14 10:33:47,2023-08-14 10:33:47,8534162605,87,Spark Plug
Advanced,Karthik Rao,2025-04-07 09:52:38,2025-04-07 10:08:36,8099323512,1,Towing
Abandoned,Ananya Nair,2025-03-27 21:41:06,2025-03-27 21:41:08,7542425338,297,Brakes
Advanced,Sneha Iyer,2025-04-29 08:51:04,2025-04-29 09:02:53,7988773077,202,Towing
Diverted,Suresh Babu,2023-10-11 23:43:48,2023-10-11 23:48:58,9128210103,70,Spark Plug
Failed,Lakshmi Krishnan,2024-03-14 13:18:01,2024-03-14 13:18:01,9474809024,152,Lighting
Advanced,Priya Sharma,2026-05-07 12:39:29,2026-05-07 13:04:02,8375268526,60,Brakes
Diverted,Lakshmi Krishnan,2024-07-21 11:28:49,2024-07-21 11:35:31,9817054557,90,Brakes
Diverted,Ananya Nair,2025-10-24 20:45:30,2025-10-24 20:54:10,7764218110,13,Filter
Abandoned,Manoj Pillai,2023-07-09 19:06:39,2023-07-09 19:06:40,8514350111,269,Towing
Diverted,Ravi Kumar,2026-05-29 16:36:33,2026-05-29 16:40:48,8957698992,81,Wiper
Answered,Vikram Das,2026-06-03 03:49:57,2026-06-03 04:13:28,9131327141,160,Wiper
Failed,Aditya Singh,2023-10-04 19:47:15,2023-10-04 19:47:15,9255021654,116,Towing
Answered,Vikram Das,2023-10-09 05:26:22,2023-10-09 05:37:52,8740601190,65,Towing
Advanced,Suresh Babu,2026-04-02 08:41:52,2026-04-02 09:25:12,8270802487,282,Lighting
Advanced,Lakshmi Krishnan,2023-02-10 10:42:05,2023-02-10 11:00:42,8793914642,271,Brakes
Answered,Aditya Singh,2025-11-30 15:22:33,2025-11-30 15:39:14,7536192792,138,Brakes
Abandoned,Rahul Verma,2025-09-10 14:07:40,2025-09-10 14:07:40,8049504418,131,Filter
Diverted,Priya Sharma,2023-02-17 22:20:04,2023-02-17 22:29:13,9236616363,108,Spark Plug
Diverted,Lakshmi Krishnan,2024-08-21 17:58:16,2024-08-21 18:07:01,9283436457,80,Brakes
Advanced,Ravi Kumar,2025-12-11 14:44:10,2025-12-11 14:58:29,9218266610,29,Filter
Answered,Lakshmi Krishnan,2025-05-17 03:48:05,2025-05-17 03:52:52,7756295229,39,Brakes
Answered,Vikram Das,2025-06-02 22:50:12,2025-06-02 23:11:28,7962085711,75,Spark Plug
Abandoned,Divya Menon,2024-03-16 20:36:14,2024-03-16 20:36:14,9939117794,78,Lighting
Answered,Karthik Rao,2024-12-12 11:05:04,2024-12-12 11:08:59,7540887370,93,Lighting
Diverted,Pooja Reddy,2024-11-27 03:33:29,2024-11-27 03:40:59,9252661003,18,Filter
Abandoned,Arjun Mehta,2024-02-26 14:26:25,2024-02-26 14:26:30,7977707432,480,Towing
Failed,Pooja Reddy,2026-06-22 01:37:23,2026-06-22 01:37:23,7749552331,42,Filter
Answered,Divya Menon,2023-04-09 00:07:08,2023-04-09 00:15:44,9642203357,74,Towing
Abandoned,Karthik Rao,2026-03-19 09:29:50,2026-03-19 09:29:51,8293859709,398,Spark Plug
Failed,Pooja Reddy,2025-10-17 13:31:34,2025-10-17 13:31:34,7223445458,63,Brakes
Answered,Sneha Iyer,2026-02-17 14:31:02,2026-02-17 14:44:45,7325624224,118,Lighting
Advanced,Ravi Kumar,2024-03-09 01:10:55,2024-03-09 01:17:39,7736495529,203,Brakes
Advanced,Ananya Nair,2023-05-25 15:30:42,2023-05-25 16:01:00,7598046887,132,Spark Plug
Abandoned,Pooja Reddy,2024-01-28 13:34:28,2024-01-28 13:34:29,7583307877,407,Filter
Answered,Meera Pillai,2026-03-05 04:03:20,2026-03-05 04:06:39,9497914379,129,Towing
Abandoned,Sneha Iyer,2026-01-12 01:06:56,2026-01-12 01:06:59,9820013074,363,Towing
Answered,Pooja Reddy,2025-05-05 06:00:53,2025-05-05 06:09:31,9245484616,1,Spark Plug
Advanced,Arjun Mehta,2023-08-02 17:58:11,2023-08-02 18:21:09,7338701801,178,Wiper
Abandoned,Manoj Pillai,2025-10-18 01:22:25,2025-10-18 01:22:27,7257005658,450,Towing
Failed,Manoj Pillai,2024-05-31 13:54:25,2024-05-31 13:54:25,8087776339,42,Spark Plug
Failed,Meera Pillai,2024-06-09 12:19:43,2024-06-09 12:19:43,7636549146,29,Brakes
Abandoned,Vikram Das,2024-11-10 09:37:14,2024-11-10 09:37:19,7864565993,192,Wiper
Advanced,Meera Pillai,2024-02-06 22:17:23,2024-02-06 23:06:54,9021278552,298,Spark Plug
Answered,Vikram Das,2026-01-07 16:49:08,2026-01-07 16:52:55,9430546201,90,Spark Plug
Answered,Vikram Das,2023-01-11 21:24:32,2023-01-11 21:27:58,7913534332,5,Filter
Answered,Ravi Kumar,2025-01-02 23:15:37,2025-01-02 23:27:08,8299998327,76,Wiper
Answered,Arjun Mehta,2024-05-15 17:41:37,2024-05-15 18:07:50,9456214486,40,Brakes
Abandoned,Rahul Verma,2025-10-31 07:07:31,2025-10-31 07:07:31,9630413007,453,Lighting
Answered,Ravi Kumar,2024-12-20 23:33:54,2024-12-20 23:57:00,9959517964,82,Lighting
Diverted,Vikram Das,2023-05-29 00:14:38,2023-05-29 00:15:52,9630018370,41,Spark Plug
Diverted,Aditya Singh,2023-10-18 06:14:21,2023-10-18 06:15:02,9820927258,11,Brakes
Failed,Sneha Iyer,2023-06-11 08:01:33,2023-06-11 08:01:33,7506854191,179,Wiper
Abandoned,Ananya Nair,2024-03-22 15:40:13,2024-03-22 15:40:16,7471212420,300,Brakes
Abandoned,Priya Sharma,2025-03-26 20:19:56,2025-03-26 20:19:56,9856449660,492,Towing
Abandoned,Aditya Singh,2025-10-14 14:12:29,2025-10-14 14:12:33,8692706603,310,Lighting
Diverted,Vikram Das,2025-07-09 22:04:05,2025-07-09 22:09:53,8818392060,28,Filter
Answered,Priya Sharma,2025-04-04 15:54:56,2025-04-04 16:09:34,7191940234,34,Wiper
Failed,Meera Pillai,2024-10-26 18:15:51,2024-10-26 18:15:51,9010453316,35,Spark Plug
Answered,Sneha Iyer,2023-08-05 15:13:26,2023-08-05 15:34:23,9263687127,172,Towing
Abandoned,Divya Menon,2023-05-05 15:55:56,2023-05-05 15:55:57,7096713800,480,Brakes
Abandoned,Priya Sharma,2024-08-19 21:47:25,2024-08-19 21:47:25,8478872471,313,Lighting
Advanced,Rahul Verma,2024-05-20 07:09:29,2024-05-20 07:33:54,7034276262,31,Brakes
Answered,Ravi Kumar,2023-02-13 17:14:37,2023-02-13 17:24:06,7068147350,41,Towing
Abandoned,Manoj Pillai,2023-07-18 19:40:24,2023-07-18 19:40:24,9543245851,157,Spark Plug
Abandoned,Karthik Rao,2023-06-02 22:52:04,2023-06-02 22:52:08,7622183944,145,Spark Plug
Diverted,Meera Pillai,2025-05-16 16:33:08,2025-05-16 16:35:30,9162134729,28,Lighting
Diverted,Priya Sharma,2024-07-21 05:08:30,2024-07-21 05:12:23,9613409886,11,Towing
Failed,Rahul Verma,2025-05-28 04:26:49,2025-05-28 04:26:49,8536538194,12,Towing
Answered,Priya Sharma,2024-12-28 01:03:51,2024-12-28 01:25:30,7424660783,43,Wiper
Failed,Aditya Singh,2023-10-17 18:10:57,2023-10-17 18:10:57,9818703201,24,Filter
Diverted,Meera Pillai,2024-06-28 09:37:07,2024-06-28 09:42:15,9974884228,1,Spark Plug
Abandoned,Manoj Pillai,2024-12-17 05:38:58,2024-12-17 05:38:59,7930733277,414,Towing
Failed,Priya Sharma,2023-06-19 00:40:55,2023-06-19 00:40:55,8595212255,105,Brakes
Advanced,Priya Sharma,2025-07-12 12:53:47,2025-07-12 13:03:41,9365804235,83,Lighting
Abandoned,Manoj Pillai,2024-10-08 13:12:36,2024-10-08 13:12:36,7337048335,353,Wiper
Advanced,Manoj Pillai,2025-09-10 08:11:17,2025-09-10 08:39:07,9852083141,228,Wiper
Failed,Ravi Kumar,2024-12-22 14:03:02,2024-12-22 14:03:02,9967084481,189,Spark Plug
Diverted,Rahul Verma,2023-05-06 04:40:29,2023-05-06 04:42:36,7919702363,46,Wiper
Answered,Rahul Verma,2025-04-27 13:31:48,2025-04-27 13:34:00,7569035415,9,Wiper
Advanced,Karthik Rao,2024-01-22 02:53:53,2024-01-22 02:57:56,9182799413,82,Wiper
Answered,Ravi Kumar,2025-08-09 14:20:01,2025-08-09 14:27:38,9548139746,77,Towing
Abandoned,Priya Sharma,2023-09-14 09:40:24,2023-09-14 09:40:28,8126788935,153,Filter
Diverted,Rahul Verma,2025-02-16 11:08:36,2025-02-16 11:16:12,7584259586,119,Brakes
Advanced,Rahul Verma,2023-05-18 17:24:26,2023-05-18 17:51:51,7930419537,50,Lighting
Abandoned,Ravi Kumar,2023-01-23 20:57:35,2023-01-23 20:57:36,7239925785,456,Wiper
Advanced,Ananya Nair,2024-09-22 13:45:24,2024-09-22 14:34:08,9638980425,42,Lighting
Diverted,Karthik Rao,2025-10-27 05:47:19,2025-10-27 05:52:18,8610100548,115,Brakes
Abandoned,Meera Pillai,2025-02-02 22:42:54,2025-02-02 22:42:59,8791762197,318,Spark Plug
Failed,Vikram Das,2023-03-01 23:41:16,2023-03-01 23:41:16,9377623670,83,Spark Plug
Abandoned,Manoj Pillai,2024-12-29 13:52:00,2024-12-29 13:52:03,7072261695,276,Lighting
Abandoned,Manoj Pillai,2024-12-13 22:35:42,2024-12-13 22:35:44,9104808133,420,Brakes
Failed,Rahul Verma,2025-07-02 11:52:12,2025-07-02 11:52:12,7721630483,48,Brakes
Answered,Karthik Rao,2024-07-09 15:23:12,2024-07-09 15:24:39,7526997455,0,Towing
Failed,Ravi Kumar,2026-03-12 17:05:04,2026-03-12 17:05:04,8059762134,150,Spark Plug
Diverted,Pooja Reddy,2026-06-06 00:46:09,2026-06-06 00:55:11,8893524848,14,Brakes
Diverted,Arjun Mehta,2024-01-18 07:21:32,2024-01-18 07:22:18,8133310711,104,Lighting
Answered,Manoj Pillai,2024-09-26 13:18:23,2024-09-26 13:42:08,9834298952,171,Brakes
Diverted,Arjun Mehta,2024-12-01 20:03:38,2024-12-01 20:06:40,8919389079,41,Lighting
Answered,Suresh Babu,2026-01-12 17:36:12,2026-01-12 17:55:36,9528349463,159,Lighting
Diverted,Aditya Singh,2024-11-04 21:01:07,2024-11-04 21:08:54,7155322457,77,Brakes
Diverted,Priya Sharma,2025-09-25 05:40:18,2025-09-25 05:50:02,8554269397,18,Wiper
Advanced,Lakshmi Krishnan,2024-01-10 19:28:46,2024-01-10 19:40:31,8470142339,273,Filter
Abandoned,Sneha Iyer,2023-12-19 02:11:44,2023-12-19 02:11:46,9818714867,427,Filter
Failed,Priya Sharma,2024-04-24 23:58:54,2024-04-24 23:58:54,9674162021,70,Towing
Answered,Meera Pillai,2023-07-14 13:25:10,2023-07-14 13:47:56,9951688755,92,Wiper
Failed,Aditya Singh,2023-07-15 22:12:15,2023-07-15 22:12:15,9422720705,58,Towing
Answered,Divya Menon,2025-05-31 23:51:40,2025-06-01 00:12:51,9632882430,58,Spark Plug
Failed,Rahul Verma,2025-04-22 11:54:17,2025-04-22 11:54:17,7322200796,140,Lighting
Answered,Priya Sharma,2024-12-13 21:51:21,2024-12-13 22:09:35,9181966956,113,Filter
Answered,Manoj Pillai,2023-08-06 03:15:56,2023-08-06 03:23:16,8730964004,35,Wiper
Failed,Aditya Singh,2026-06-09 02:35:33,2026-06-09 02:35:33,7509620530,158,Wiper
Answered,Priya Sharma,2023-07-07 13:14:36,2023-07-07 13:20:37,8655286564,111,Spark Plug
Advanced,Aditya Singh,2023-08-03 03:16:24,2023-08-03 03:55:57,8707956348,8,Wiper
Abandoned,Suresh Babu,2025-10-12 00:17:08,2025-10-12 00:17:10,9383126038,229,Brakes
Answered,Arjun Mehta,2024-01-09 12:17:33,2024-01-09 12:38:01,8116148865,18,Lighting
Answered,Manoj Pillai,2026-01-06 01:29:41,2026-01-06 01:57:22,9699209848,179,Spark Plug
Failed,Vikram Das,2024-11-21 17:51:09,2024-11-21 17:51:09,8830197884,58,Towing
Answered,Rahul Verma,2025-08-06 00:28:46,2025-08-06 00:50:59,9146887879,144,Filter
Diverted,Manoj Pillai,2023-06-13 18:08:04,2023-06-13 18:11:35,8287912446,112,Towing
Failed,Lakshmi Krishnan,2025-08-08 19:26:40,2025-08-08 19:26:40,8974688037,131,Brakes
Failed,Sneha Iyer,2023-05-23 07:42:43,2023-05-23 07:42:43,7461680840,152,Lighting
Diverted,Karthik Rao,2025-04-22 02:32:41,2025-04-22 02:34:29,7525846170,53,Lighting
Advanced,Priya Sharma,2024-07-12 22:43:43,2024-07-12 23:02:32,7407884611,56,Filter
Advanced,Manoj Pillai,2026-05-01 11:45:07,2026-05-01 12:08:32,7702981160,121,Spark Plug
Abandoned,Divya Menon,2023-10-08 13:31:53,2023-10-08 13:31:57,9731405610,74,Wiper
Advanced,Lakshmi Krishnan,2024-02-05 16:11:41,2024-02-05 16:59:33,7731544854,286,Brakes
Advanced,Divya Menon,2025-07-07 01:07:24,2025-07-07 01:50:56,8653748267,265,Spark Plug
Advanced,Vikram Das,2026-03-04 00:55:42,2026-03-04 01:18:55,7970375554,151,Filter
Abandoned,Lakshmi Krishnan,2024-11-19 02:19:29,2024-11-19 02:19:33,8207256907,341,Wiper
Abandoned,Lakshmi Krishnan,2025-03-10 20:05:30,2025-03-10 20:05:31,9047964779,303,Spark Plug
Answered,Pooja Reddy,2025-09-19 13:12:35,2025-09-19 13:35:04,8968651177,58,Lighting
Failed,Manoj Pillai,2023-07-16 06:06:57,2023-07-16 06:06:57,9691250651,145,Brakes
Advanced,Pooja Reddy,2025-08-27 04:14:53,2025-08-27 04:28:35,7030573367,159,Lighting
Answered,Ananya Nair,2023-03-02 21:28:42,2023-03-02 21:45:35,7633622990,134,Wiper
Abandoned,Sneha Iyer,2023-11-04 01:51:36,2023-11-04 01:51:36,8430755836,489,Towing
Abandoned,Vikram Das,2025-01-28 23:57:06,2025-01-28 23:57:11,8298757266,108,Wiper
Diverted,Ananya Nair,2025-11-28 18:54:40,2025-11-28 19:04:00,7331484305,76,Wiper
Failed,Aditya Singh,2025-07-01 05:00:33,2025-07-01 05:00:33,9165185205,88,Lighting
Diverted,Aditya Singh,2023-12-13 22:39:28,2023-12-13 22:41:38,8830218591,22,Brakes
Diverted,Lakshmi Krishnan,2026-03-30 16:36:46,2026-03-30 16:41:57,9934305040,101,Wiper
Answered,Aditya Singh,2024-12-01 00:30:51,2024-12-01 00:58:25,7508290895,84,Spark Plug
Failed,Sneha Iyer,2023-03-13 20:52:54,2023-03-13 20:52:54,7466400407,75,Wiper
Failed,Aditya Singh,2023-08-22 09:08:15,2023-08-22 09:08:15,8516510784,185,Spark Plug
Diverted,Pooja Reddy,2026-01-16 02:49:26,2026-01-16 02:55:58,7000655730,93,Wiper
Abandoned,Aditya Singh,2024-04-16 17:42:26,2024-04-16 17:42:27,9029154523,144,Towing
Diverted,Lakshmi Krishnan,2023-08-16 20:55:29,2023-08-16 21:03:35,7413399822,72,Wiper
Diverted,Priya Sharma,2025-11-15 15:09:01,2025-11-15 15:14:04,7332020704,112,Brakes
Advanced,Priya Sharma,2024-03-20 21:01:22,2024-03-20 21:16:52,9995618709,190,Lighting
Advanced,Sneha Iyer,2026-02-19 09:10:57,2026-02-19 09:57:47,7678042256,272,Spark Plug
Failed,Ravi Kumar,2025-07-18 14:11:32,2025-07-18 14:11:32,9568289688,77,Filter
Abandoned,Rahul Verma,2026-03-26 09:16:15,2026-03-26 09:16:17,9065641434,136,Brakes
Diverted,Ananya Nair,2026-05-20 18:41:50,2026-05-20 18:48:51,8439109656,107,Wiper
Failed,Ravi Kumar,2025-12-22 10:21:43,2025-12-22 10:21:43,8159798437,115,Wiper
Failed,Lakshmi Krishnan,2023-08-04 08:27:26,2023-08-04 08:27:26,8212153630,59,Lighting
